,ActivityIdentifier,ActivityLatitude,ActivityLongitude,AnalysisStartDate,Contaminant,DetectedLevel,LevelUnit
353558,nwisny.01.01600038,,,2015-10-23,Copper,483.0,ug/l
353584,nwisny.01.01600038,,,2015-10-23,Lead,237.0,ug/l
353954,nwisny.01.01600019,,,2015-10-26,Lead,0.94,ug/l
353956,nwisny.01.01600019,,,2015-11-04,Copper,1.2,ug/l
354227,nwisny.01.01600040,,,2015-10-26,Copper,1.7,ug/l
354264,nwisny.01.01600040,,,2015-10-26,Lead,0.5,ug/l
354471,nwisny.01.01600300,,,2015-12-11,Lead,0.84,ug/l
354627,nwisny.01.01600300,,,2015-12-11,Copper,4.2,ug/l
354882,nwisny.01.01600301,,,2015-12-11,Lead,0.27,ug/l
354919,nwisny.01.01600301,,,2015-12-11,Copper,1.2,ug/l
355088,nwisny.01.01600306,,,2015-12-10,Lead,63.7,ug/l
355091,nwisny.01.01600306,,,2015-12-10,Copper,80.0,ug/l
355744,nwisny.01.01600050,,,2015-11-04,Copper,133.0,ug/l
355747,nwisny.01.01600050,,,2015-11-04,Lead,39.6,ug/l
356166,nwisny.01.01600046,,,2015-11-05,Lead,9.28,ug/l
356169,nwisny.01.01600046,,,2015-11-05,Copper,27.7,ug/l
356539,nwisny.01.01600305,,,2015-12-10,Lead,112.0,ug/l
356542,nwisny.01.01600305,,,2015-12-10,Copper,128.0,ug/l
356572,nwisny.01.01600041,,,2015-10-26,Lead,7.14,ug/l
356574,nwisny.01.01600041,,,2015-10-26,Copper,4.0,ug/l
356992,nwisny.01.01600169,,,2015-11-10,Lead,301.0,ug/l
356994,nwisny.01.01600169,,,2015-11-10,Copper,247.0,ug/l
357492,nwisny.01.01600170,,,2015-11-10,Copper,8.5,ug/l
357633,nwisny.01.01600170,,,2015-11-10,Lead,4.72,ug/l
357768,nwisny.01.01600036,,,2015-10-26,Copper,2.6,ug/l
358022,nwisny.01.01600036,,,2015-10-26,Lead,0.69,ug/l
358127,nwisny.01.01600072,,,2015-11-04,Lead,7.26,ug/l
358293,nwisny.01.01600072,,,2015-11-04,Copper,20.0,ug/l
358462,nwisny.01.01600039,,,2015-10-23,Copper,7.1,ug/l
358465,nwisny.01.01600039,,,2015-10-23,Lead,3.16,ug/l
359106,nwisny.01.01600042,,,2015-10-26,Lead,0.9,ug/l
359109,nwisny.01.01600042,,,2015-10-26,Copper,1.4,ug/l
359287,nwisny.01.01600076,,,2015-11-04,Copper,21.2,ug/l
359474,nwisny.01.01600076,,,2015-11-04,Lead,5.72,ug/l
359785,nwisny.01.01600047,,,2015-11-05,Lead,,
359787,nwisny.01.01600047,,,2015-11-05,Copper,1.0,ug/l
360247,nwisny.01.01600049,,,2015-11-05,Lead,,
360249,nwisny.01.01600049,,,2015-11-05,Copper,1.2,ug/l
360297,nwisny.01.01600283,,,2015-12-17,Copper,18.4,ug/l
360300,nwisny.01.01600283,,,2015-12-17,Lead,36.5,ug/l
360777,nwisny.01.01600442,,,2016-01-05,Copper,2.5,ug/l
360780,nwisny.01.01600442,,,2016-01-05,Lead,1.22,ug/l
361250,nwisny.01.01700025,,,2017-01-06,Copper,,
361285,nwisny.01.01702315,,,2017-09-14,Copper,,
361560,nwisny.01.01600407,,,2015-12-21,Copper,2.4,ug/l
361563,nwisny.01.01600407,,,2015-12-21,Lead,0.54,ug/l
362065,nwisny.01.01600299,,,2015-12-17,Lead,0.61,ug/l
362163,nwisny.01.01600299,,,2015-12-17,Copper,4.2,ug/l
362624,nwisny.01.01600304,,,2015-12-10,Lead,1.32,ug/l
362627,nwisny.01.01600304,,,2015-12-10,Copper,2.3,ug/l
362901,nwisny.01.01700157,,,2017-01-14,Copper,,
362939,nwisny.01.01702734,,,2017-10-18,Copper,,
363340,nwisny.01.01802829,,,2018-09-08,Copper,,
363667,nwisny.01.01602724,,,2017-01-24,Copper,1.2,ug/l
363669,nwisny.01.01602724,,,2016-12-08,Lead,,
363748,nwisny.01.01602722,,,2016-12-07,Copper,1.8,ug/l
363750,nwisny.01.01602722,,,2016-12-07,Lead,,
363830,nwisny.01.01602721,,,2016-12-07,Copper,1.5,ug/l
363832,nwisny.01.01602721,,,2016-12-07,Lead,0.04,ug/l
364135,nwisny.01.01700156,,,2017-01-17,Copper,,
364170,nwisny.01.01702732,,,2017-10-18,Copper,,
364571,nwisny.01.01802821,,,2018-09-08,Copper,,
365242,nwisny.01.01802240,,,2018-08-20,Copper,,
365865,nwisny.01.01700144,,,2017-01-14,Copper,,
365902,nwisny.01.01701932,,,2017-07-12,Copper,,
366170,nwisny.01.01802679,,,2018-09-05,Copper,,
366843,nwisny.01.01700074,,,2017-01-11,Copper,,
366880,nwisny.01.01702245,,,2017-08-25,Copper,,
367281,nwisny.01.01802311,,,2018-08-23,Copper,,
367917,nwisny.01.01700018,,,2017-02-14,Copper,14.8,ug/l
367919,nwisny.01.01700018,,,2017-01-10,Lead,0.08,ug/l
373677,nwisny.01.01603022,,,2016-12-29,Copper,2.8,ug/l
373679,nwisny.01.01603022,,,2016-12-29,Lead,0.39,ug/l
375700,nwisny.01.01700231,,,2017-01-23,Copper,,
375732,nwisny.01.01800021,,,2017-10-27,Copper,,
376001,nwisny.01.01800022,,,2017-10-27,Copper,,
376272,nwisny.01.01802809,,,2018-09-08,Copper,,
376723,nwisny.01.01700071,,,2017-01-26,Copper,0.61,ug/l
376725,nwisny.01.01700071,,,2017-01-26,Lead,0.04,ug/l
377027,nwisny.01.01700229,,,2017-02-08,Copper,,
377062,nwisny.01.01702733,,,2017-10-18,Copper,,
377333,nwisny.01.01802815,,,2018-09-12,Copper,,
378007,nwisny.01.01700200,,,2017-01-20,Copper,,
378043,nwisny.01.01800024,,,2017-10-27,Copper,,
378314,nwisny.01.01802812,,,2018-09-08,Copper,,
380192,nwisny.01.01700199,,,2017-01-20,Copper,,
380228,nwisny.01.01800023,,,2017-10-27,Copper,,
380499,nwisny.01.01802824,,,2018-09-12,Copper,,
381067,nwisny.01.01803567,,,2018-10-17,Copper,,
382022,nwisny.01.01700260,,,2017-01-27,Copper,,
382059,nwisny.01.01800262,,,2017-11-24,Copper,,
382589,nwisny.01.01803569,,,2018-10-17,Copper,,
384272,nwisny.01.01900004,,,2018-10-15,Copper,6.6,ug/l
384275,nwisny.01.01900004,,,2018-10-15,Lead,0.1,ug/l
384357,nwisny.01.01900007,,,2018-11-16,Lead,,
384382,nwisny.01.01900007,,,2018-11-16,Copper,0.7,ug/l
385110,nwisny.01.01900008,,,2018-11-16,Copper,4.1,ug/l
385113,nwisny.01.01900008,,,2018-11-16,Lead,0.36,ug/l
385196,nwisny.01.01900090,,,2018-11-29,Copper,2.2,ug/l
385224,nwisny.01.01900090,,,2018-11-29,Lead,0.12,ug/l
385935,nwisny.01.01900249,,,2019-02-12,Copper,1.6,ug/l
385962,nwisny.01.01900249,,,2019-02-12,Lead,0.12,ug/l
389660,nwisny.01.01900104,,,2018-11-29,Copper,0.6,ug/l
389661,nwisny.01.01900104,,,2018-11-29,Lead,0.09,ug/l
392980,nwisny.01.01900005,,,2018-10-15,Copper,21.8,ug/l
392983,nwisny.01.01900005,,,2018-10-15,Lead,0.54,ug/l
395778,nwisny.01.01900105,,,2018-11-28,Copper,2.6,ug/l
395781,nwisny.01.01900105,,,2018-11-28,Lead,,
396190,nwisny.01.01803335,,,2018-10-13,Copper,1.3,ug/l
396218,nwisny.01.01803335,,,2018-10-13,Lead,0.07,ug/l
399385,nwisny.01.01400479,,,2014-04-18,Lead,0.492,ug/l
399387,nwisny.01.01400479,,,2014-04-18,Copper,,
399461,nwisny.01.01400482,,,2014-04-18,Lead,,
399463,nwisny.01.01400482,,,2014-04-18,Copper,1.2,ug/l
399565,nwisny.01.01600141,,,2015-11-04,Copper,101.0,ug/l
399568,nwisny.01.01600141,,,2015-11-04,Lead,1.78,ug/l
399739,nwisny.01.01400481,,,2014-04-18,Copper,1.3,ug/l
399741,nwisny.01.01400481,,,2014-04-18,Lead,0.354,ug/l
399822,nwisny.01.01802678,,,2018-08-21,Copper,6.6,ug/l
399825,nwisny.01.01802678,,,2018-08-21,Lead,0.19,ug/l
400229,nwisny.01.01803158,,,2018-09-13,Copper,0.5,ug/l
400232,nwisny.01.01803158,,,2018-09-13,Lead,0.2,ug/l
400695,nwisny.01.01600137,,,2015-11-04,Copper,4.7,ug/l
400698,nwisny.01.01600137,,,2015-11-04,Lead,0.15,ug/l
401926,nwisny.01.01900111,,,2019-02-04,Copper,1.3,ug/l
401929,nwisny.01.01900111,,,2019-02-04,Lead,0.13,ug/l
402353,nwisny.01.01600126,,,2015-10-23,Copper,11.1,ug/l
402356,nwisny.01.01600126,,,2015-10-23,Lead,0.39,ug/l
402534,nwisny.01.01900110,,,2019-02-05,Copper,8.7,ug/l
402537,nwisny.01.01900110,,,2019-02-05,Lead,,
403024,nwisny.01.01600130,,,2015-11-04,Lead,0.24,ug/l
403044,nwisny.01.01600130,,,2015-11-04,Copper,1.0,ug/l
403160,nwisny.01.01803427,,,2018-10-15,Lead,,
403180,nwisny.01.01803427,,,2018-10-15,Copper,1.1,ug/l
403588,nwisny.01.01803157,,,2018-09-13,Copper,,
403591,nwisny.01.01803157,,,2018-09-13,Lead,,
404335,nwisny.01.01900001,,,2018-11-14,Copper,1.1,ug/l
404360,nwisny.01.01900001,,,2018-10-15,Lead,0.12,ug/l
404449,nwisny.01.01702584,,,2017-10-05,Lead,,
404451,nwisny.01.01702584,,,2017-10-05,Copper,,
404649,nwisny.01.01401517,,,2014-09-04,Copper,19.1,ug/l
404652,nwisny.01.01401517,,,2014-09-04,Lead,0.09,ug/l
404840,nwisny.01.01803229,,,2018-10-04,Copper,1.0,ug/l
404843,nwisny.01.01803229,,,2018-10-04,Lead,0.05,ug/l
406188,nwisny.01.01401477,,,2014-08-05,Copper,3.5,ug/l
406191,nwisny.01.01401477,,,2014-08-05,Lead,0.29,ug/l
406321,nwisny.01.01700934,,,2016-12-13,Copper,2.1,ug/l
406324,nwisny.01.01700934,,,2016-12-13,Lead,0.68,ug/l
406692,nwisny.01.01702623,,,2017-10-24,Copper,9.9,ug/l
406694,nwisny.01.01702623,,,2017-10-24,Lead,0.144,ug/l
406904,nwisny.01.01702619,,,2017-09-27,Lead,,
406906,nwisny.01.01702619,,,2017-09-27,Copper,,
407161,nwisny.01.01600114,,,2015-11-04,Copper,,
407164,nwisny.01.01600114,,,2015-11-04,Lead,0.24,ug/l
407351,nwisny.01.01401474,,,2014-08-05,Copper,1.2,ug/l
407354,nwisny.01.01401474,,,2014-08-05,Lead,1.58,ug/l
407520,nwisny.01.01803223,,,2018-10-03,Copper,1.4,ug/l
407523,nwisny.01.01803223,,,2018-10-03,Lead,0.15,ug/l
407995,nwisny.01.01600106,,,2015-11-04,Copper,,
407998,nwisny.01.01600106,,,2015-11-04,Lead,0.06,ug/l
408118,nwisny.01.01702597,,,2017-10-07,Lead,1.37,ug/l
408119,nwisny.01.01702597,,,2017-10-07,Copper,4.8,ug/l
408376,nwisny.01.01700925,,,2016-12-13,Copper,1.7,ug/l
408379,nwisny.01.01700925,,,2016-12-13,Lead,0.18,ug/l
408762,nwisny.01.01401490,,,2014-08-13,Copper,7.4,ug/l
408765,nwisny.01.01401490,,,2014-08-13,Lead,3.67,ug/l
409175,nwisny.01.01803156,,,2018-09-12,Copper,4.1,ug/l
409177,nwisny.01.01803156,,,2018-09-12,Lead,0.04,ug/l
409416,nwisny.01.01702616,,,2017-09-18,Copper,10.1,ug/l
409418,nwisny.01.01702616,,,2017-09-18,Lead,0.346,ug/l
409647,nwisny.01.01702613,,,2017-10-27,Copper,,
409649,nwisny.01.01702613,,,2017-10-27,Lead,,
409823,nwisny.01.01700894,,,2017-01-31,Copper,2.5,ug/l
409826,nwisny.01.01700894,,,2017-01-31,Lead,0.06,ug/l
410256,nwisny.01.01400862,,,2014-08-12,Lead,0.078,ug/l
410258,nwisny.01.01400862,,,2014-08-12,Copper,,
410860,nwisny.01.01401598,,,2014-07-28,Lead,0.09,ug/l
410862,nwisny.01.01401598,,,2014-07-28,Copper,,
411037,nwisny.01.01400295,,,2014-03-11,Copper,,
411038,nwisny.01.01400295,,,2014-03-11,Lead,,
411174,nwisny.01.01401526,,,2014-09-08,Copper,0.94,ug/l
411177,nwisny.01.01401526,,,2014-09-08,Lead,0.13,ug/l
411313,nwisny.01.01700928,,,2016-12-13,Copper,1.3,ug/l
411316,nwisny.01.01700928,,,2016-12-13,Lead,0.12,ug/l
412892,nwisny.01.01600111,,,2015-11-04,Copper,,
412895,nwisny.01.01600111,,,2015-11-04,Lead,0.25,ug/l
413061,nwisny.01.01700931,,,2016-12-13,Copper,1.2,ug/l
413064,nwisny.01.01700931,,,2016-12-13,Lead,0.21,ug/l
413521,nwisny.01.01600096,,,2015-10-23,Copper,12.3,ug/l
413523,nwisny.01.01600096,,,2015-10-23,Lead,0.24,ug/l
413611,nwisny.01.01702570,,,2017-09-18,Lead,0.164,ug/l
413614,nwisny.01.01702570,,,2017-09-18,Copper,7.5,ug/l
413829,nwisny.01.01702610,,,2017-10-27,Copper,9.4,ug/l
413831,nwisny.01.01702610,,,2017-10-27,Lead,0.083,ug/l
414037,nwisny.01.01702602,,,2017-10-06,Copper,4.2,ug/l
414039,nwisny.01.01702602,,,2017-10-06,Lead,0.055999999999999994,ug/l
414233,nwisny.01.01700863,,,2016-12-07,Lead,0.12,ug/l
414467,nwisny.01.01700863,,,2016-12-07,Copper,0.4,ug/l
414578,nwisny.01.01700851,,,2016-11-30,Copper,0.4,ug/l
414581,nwisny.01.01700851,,,2016-11-30,Lead,0.47,ug/l
414949,nwisny.01.01702592,,,2017-10-05,Copper,0.58,ug/l
414951,nwisny.01.01702592,,,2017-10-05,Lead,,
415171,nwisny.01.01702576,,,2017-10-04,Lead,0.043,ug/l
415172,nwisny.01.01702576,,,2017-10-04,Copper,0.22,ug/l
415358,nwisny.01.01700854,,,2016-11-29,Copper,1.0,ug/l
415361,nwisny.01.01700854,,,2016-11-29,Lead,0.13,ug/l
415742,nwisny.01.01603683,,,2016-10-25,Copper,1.5,ug/l
415745,nwisny.01.01603683,,,2016-10-25,Lead,0.05,ug/l
416097,nwisny.01.01802956,,,2018-08-29,Copper,,
416100,nwisny.01.01802956,,,2018-08-29,Lead,,
416511,nwisny.01.01802957,,,2018-08-28,Copper,0.4,ug/l
416514,nwisny.01.01802957,,,2018-08-28,Lead,0.05,ug/l
417256,nwisny.01.01900030,,,2018-10-15,Copper,1.0,ug/l
417259,nwisny.01.01900030,,,2018-10-15,Lead,,
417400,nwisny.01.01401499,,,2014-08-14,Copper,5.9,ug/l
417402,nwisny.01.01401499,,,2014-08-14,Lead,,
417538,nwisny.01.01401467,,,2014-07-24,Copper,1.1,ug/l
417541,nwisny.01.01401467,,,2014-07-24,Lead,0.09,ug/l
417733,nwisny.01.01702573,,,2017-09-27,Lead,0.099,ug/l
417735,nwisny.01.01702573,,,2017-09-27,Copper,4.4,ug/l
417946,nwisny.01.01702580,,,2017-10-05,Lead,0.24100000000000002,ug/l
417950,nwisny.01.01702580,,,2017-10-05,Copper,14.6,ug/l
418125,nwisny.01.01700943,,,2016-12-13,Copper,,
418128,nwisny.01.01700943,,,2016-12-13,Lead,,
418811,nwisny.01.01900003,,,2018-10-15,Copper,1.7,ug/l
418814,nwisny.01.01900003,,,2018-10-15,Lead,0.56,ug/l
418872,nwisny.01.01700216,,,2017-03-02,Copper,,
418875,nwisny.01.01700216,,,2016-12-08,Lead,0.03,ug/l
419243,nwisny.01.01700922,,,2016-12-08,Copper,1.0,ug/l
419246,nwisny.01.01700922,,,2016-12-08,Lead,0.2,ug/l
419625,nwisny.01.01702588,,,2017-10-07,Copper,,
419627,nwisny.01.01702588,,,2017-10-07,Lead,0.054000000000000006,ug/l
419793,nwisny.01.01501058,,,2015-08-28,Copper,,
419795,nwisny.01.01501058,,,2015-08-28,Lead,,
419849,nwisny.01.01501051,,,2015-08-28,Copper,,
419851,nwisny.01.01501051,,,2015-08-28,Lead,,
419934,nwisny.01.01603664,,,2016-09-22,Copper,,
419937,nwisny.01.01603664,,,2016-09-22,Lead,0.1,ug/l
420285,nwisny.01.01800667,,,2018-01-04,Copper,,
420288,nwisny.01.01800667,,,2018-01-04,Lead,,
420703,nwisny.01.01603661,,,2016-09-26,Copper,12.4,ug/l
420705,nwisny.01.01603661,,,2016-09-26,Lead,0.61,ug/l
421051,nwisny.01.01800384,,,2017-12-07,Copper,1.0,ug/l
421054,nwisny.01.01800384,,,2017-12-07,Lead,0.14,ug/l
421478,nwisny.01.01803131,,,2018-09-18,Copper,2.8,ug/l
421481,nwisny.01.01803131,,,2018-09-18,Lead,0.15,ug/l
421862,nwisny.01.01501059,,,2015-08-28,Copper,,
421864,nwisny.01.01501059,,,2015-08-28,Lead,,
421938,nwisny.01.01501339,,,2015-08-28,Copper,,
421940,nwisny.01.01501339,,,2015-08-28,Lead,,
421980,nwisny.01.01501066,,,2015-08-29,Copper,,
421982,nwisny.01.01501066,,,2015-08-29,Lead,,
423153,nwisny.01.01802529,,,2018-08-13,Copper,5.0,ug/l
423156,nwisny.01.01802529,,,2018-08-13,Lead,0.09,ug/l
423556,nwisny.01.01401511,,,2014-08-14,Copper,2.7,ug/l
423559,nwisny.01.01401511,,,2014-08-14,Lead,0.88,ug/l
424023,nwisny.01.01700196,,,2016-12-08,Copper,2.0,ug/l
424026,nwisny.01.01700196,,,2016-12-08,Lead,1.24,ug/l
424096,nwisny.01.01803336,,,2018-10-12,Copper,1.2,ug/l
424099,nwisny.01.01803336,,,2018-10-12,Lead,,
424488,nwisny.01.01501073,,,2015-08-28,Copper,,
424490,nwisny.01.01501073,,,2015-08-28,Lead,0.043,ug/l
424545,nwisny.01.01501074,,,2015-08-28,Copper,,
424547,nwisny.01.01501074,,,2015-08-28,Lead,,
424718,nwisny.01.01600097,,,2015-10-27,Copper,33.0,ug/l
424720,nwisny.01.01600097,,,2015-10-27,Lead,0.79,ug/l
424856,nwisny.01.01702607,,,2017-10-25,Copper,5.4,ug/l
424858,nwisny.01.01702607,,,2017-10-25,Lead,0.042,ug/l
425081,nwisny.01.01603649,,,2016-08-20,Copper,,
425157,nwisny.01.01603649,,,2016-08-20,Lead,0.06,ug/l
425442,nwisny.01.01803189,,,2018-09-18,Lead,0.11,ug/l
425468,nwisny.01.01803189,,,2018-09-29,Copper,,
425854,nwisny.01.01601336,,,2016-07-07,Lead,,
425878,nwisny.01.01601336,,,2016-07-07,Copper,,
425929,nwisny.01.01601343,,,2016-07-06,Copper,,
425931,nwisny.01.01601343,,,2016-07-06,Lead,,
425996,nwisny.01.01803218,,,2018-09-28,Copper,,
425999,nwisny.01.01803218,,,2018-09-18,Lead,,
426657,nwisny.01.01700119,,,2017-01-11,Copper,9.6,ug/l
426660,nwisny.01.01700119,,,2016-11-30,Lead,2.9,ug/l
426802,nwisny.01.01401523,,,2014-09-08,Copper,16.4,ug/l
426805,nwisny.01.01401523,,,2014-09-08,Lead,0.54,ug/l
426937,nwisny.01.01601414,,,2016-07-07,Lead,,
426958,nwisny.01.01601414,,,2016-07-07,Copper,,
427002,nwisny.01.01601421,,,2016-07-07,Copper,,
427004,nwisny.01.01601421,,,2016-07-07,Lead,,
428332,nwisny.01.01601422,,,2016-07-07,Copper,,
428334,nwisny.01.01601422,,,2016-07-07,Lead,,
428392,nwisny.01.01601429,,,2016-07-07,Copper,,
428394,nwisny.01.01601429,,,2016-07-07,Lead,,
428448,nwisny.01.01700900,,,2017-01-31,Copper,1.1,ug/l
428451,nwisny.01.01700900,,,2017-01-31,Lead,0.24,ug/l
428797,nwisny.01.01601328,,,2016-07-06,Copper,,
428799,nwisny.01.01601328,,,2016-07-06,Lead,,
428856,nwisny.01.01601335,,,2016-07-07,Copper,,
428858,nwisny.01.01601335,,,2016-07-07,Lead,0.04,ug/l
428918,nwisny.01.01401520,,,2014-09-09,Lead,6.82,ug/l
428953,nwisny.01.01401520,,,2014-09-08,Copper,,
429141,nwisny.01.01401496,,,2014-08-13,Copper,,
429144,nwisny.01.01401496,,,2014-08-13,Lead,,
429278,nwisny.01.01700940,,,2016-12-13,Copper,0.4,ug/l
429281,nwisny.01.01700940,,,2016-12-13,Lead,,
430949,nwisny.01.01800216,,,2017-12-07,Copper,,
430952,nwisny.01.01800216,,,2017-12-22,Lead,0.06,ug/l
431135,nwisny.01.01603667,,,2016-09-27,Lead,0.24,ug/l
431198,nwisny.01.01603667,,,2016-09-27,Copper,1.2,ug/l
431486,nwisny.01.01800673,,,2018-01-11,Copper,1.1,ug/l
431489,nwisny.01.01800673,,,2018-01-11,Lead,0.09,ug/l
431907,nwisny.01.01800396,,,2017-12-27,Copper,21.2,ug/l
431909,nwisny.01.01800396,,,2017-12-27,Lead,0.37,ug/l
432310,nwisny.01.01700919,,,2017-01-26,Copper,,
432313,nwisny.01.01700919,,,2016-12-08,Lead,0.04,ug/l
432755,nwisny.01.01401508,,,2014-08-14,Copper,,
432758,nwisny.01.01401508,,,2014-08-14,Lead,,
432911,nwisny.01.01802530,,,2018-08-13,Copper,1.7,ug/l
432914,nwisny.01.01802530,,,2018-08-13,Lead,0.35,ug/l
433327,nwisny.01.01803134,,,2018-09-29,Copper,8.2,ug/l
433330,nwisny.01.01803134,,,2018-09-18,Lead,0.11,ug/l
433623,nwisny.01.01802532,,,2018-08-13,Copper,,
433626,nwisny.01.01802532,,,2018-08-13,Lead,0.04,ug/l
434046,nwisny.01.01603655,,,2016-09-03,Copper,2.9,ug/l
434049,nwisny.01.01603655,,,2016-09-03,Lead,0.28,ug/l
434381,nwisny.01.01401502,,,2014-08-14,Copper,3.2,ug/l
434384,nwisny.01.01401502,,,2014-08-14,Lead,0.17,ug/l
434710,nwisny.01.01800676,,,2018-01-11,Copper,0.2,ug/l
434713,nwisny.01.01800676,,,2018-01-11,Lead,0.08,ug/l
435117,nwisny.01.01700903,,,2017-01-31,Copper,4.7,ug/l
435120,nwisny.01.01700903,,,2017-01-31,Lead,1.72,ug/l
435477,nwisny.01.01800670,,,2018-01-11,Copper,1.1,ug/l
435480,nwisny.01.01800670,,,2018-01-11,Lead,,
437004,nwisny.01.01800219,,,2017-12-06,Lead,0.03,ug/l
437007,nwisny.01.01800219,,,2017-12-06,Copper,0.6,ug/l
440020,nwisny.01.01803226,,,2018-10-03,Copper,3.4,ug/l
440023,nwisny.01.01803226,,,2018-10-03,Lead,0.75,ug/l
440424,nwisny.01.01800390,,,2017-12-07,Lead,0.5,ug/l
440429,nwisny.01.01800390,,,2017-12-07,Copper,4.0,ug/l
440867,nwisny.01.01700869,,,2017-01-26,Copper,1.0,ug/l
440870,nwisny.01.01700869,,,2016-12-08,Lead,0.1,ug/l
441219,nwisny.01.01401480,,,2014-08-05,Copper,1.9,ug/l
441222,nwisny.01.01401480,,,2014-08-05,Lead,0.49,ug/l
441411,nwisny.01.01401493,,,2014-08-13,Copper,2.8,ug/l
441414,nwisny.01.01401493,,,2014-08-13,Lead,0.14,ug/l
441839,nwisny.01.01700131,,,2017-01-11,Copper,0.7,ug/l
441842,nwisny.01.01700131,,,2016-12-06,Lead,0.26,ug/l
441941,nwisny.01.01401514,,,2014-09-04,Copper,,
441944,nwisny.01.01401514,,,2014-09-04,Lead,,
442252,nwisny.01.01700897,,,2017-01-31,Copper,0.4,ug/l
442254,nwisny.01.01700897,,,2017-01-31,Lead,0.02,ug/l
442735,nwisny.01.01802531,,,2018-08-13,Copper,2.9,ug/l
442738,nwisny.01.01802531,,,2018-08-13,Lead,0.46,ug/l
443323,nwisny.01.01400861,,,2014-07-16,Lead,0.141,ug/l
443325,nwisny.01.01400861,,,2014-07-17,Copper,2.5,ug/l
443910,nwisny.01.01401599,,,2014-07-24,Lead,0.12,ug/l
443912,nwisny.01.01401599,,,2014-07-24,Copper,2.4,ug/l
444371,nwisny.01.01800679,,,2018-01-11,Copper,4.9,ug/l
444374,nwisny.01.01800679,,,2018-01-11,Lead,0.09,ug/l
445178,nwisny.01.01700860,,,2016-12-06,Copper,0.2,ug/l
445181,nwisny.01.01700860,,,2016-12-06,Lead,0.03,ug/l
445511,nwisny.01.01800213,,,2017-12-08,Lead,0.82,ug/l
445513,nwisny.01.01800213,,,2017-12-08,Copper,6.0,ug/l
451219,nwisny.01.01700257,,,2017-01-31,Copper,2.8,ug/l
451222,nwisny.01.01700257,,,2017-01-31,Lead,0.22,ug/l
451927,nwisny.01.01700125,,,2017-01-12,Copper,0.4,ug/l
451930,nwisny.01.01700125,,,2017-01-12,Lead,,
454239,nwisny.01.01603673,,,2016-10-08,Copper,2.6,ug/l
454241,nwisny.01.01603673,,,2016-10-08,Lead,1.69,ug/l
454590,nwisny.01.01700866,,,2016-12-07,Copper,2.0,ug/l
454593,nwisny.01.01700866,,,2016-12-07,Lead,1.09,ug/l
455197,nwisny.01.01702794,,,2017-12-04,Copper,0.3,ug/l
455198,nwisny.01.01702794,,,2017-12-22,Lead,0.1,ug/l
455510,nwisny.01.01800658,,,2018-01-04,Copper,2.8,ug/l
455513,nwisny.01.01800658,,,2018-01-04,Lead,0.39,ug/l
455927,nwisny.01.01401483,,,2014-08-05,Copper,,
455930,nwisny.01.01401483,,,2014-08-05,Lead,0.09,ug/l
456362,nwisny.01.01800079,,,2017-12-07,Copper,,
456363,nwisny.01.01800079,,,2017-12-28,Lead,,
456783,nwisny.01.01702797,,,2017-12-22,Copper,1.7,ug/l
456786,nwisny.01.01702797,,,2017-12-22,Lead,0.64,ug/l
460562,nwisny.01.01700162,,,2016-12-06,Copper,3.1,ug/l
460565,nwisny.01.01700162,,,2016-12-06,Lead,0.88,ug/l
460986,nwisny.01.01700160,,,2016-12-06,Copper,1.7,ug/l
460989,nwisny.01.01700160,,,2016-12-06,Lead,0.22,ug/l
461627,nwisny.01.01603652,,,2016-09-03,Copper,,
461630,nwisny.01.01603652,,,2016-09-03,Lead,,
462245,nwisny.01.01700108,,,2016-11-30,Copper,1.4,ug/l
462248,nwisny.01.01700108,,,2016-11-30,Lead,0.08,ug/l
462724,nwisny.01.01800584,,,2018-01-04,Copper,4.3,ug/l
462746,nwisny.01.01800584,,,2018-01-04,Lead,0.04,ug/l
462875,nwisny.01.01700134,,,2016-12-06,Copper,1.5,ug/l
462878,nwisny.01.01700134,,,2016-12-06,Lead,0.09,ug/l
463608,nwisny.01.01700128,,,2016-12-06,Copper,0.6,ug/l
463611,nwisny.01.01700128,,,2016-12-06,Lead,0.03,ug/l
463780,nwisny.01.01800581,,,2018-01-04,Copper,,
463783,nwisny.01.01800581,,,2018-01-04,Lead,0.07,ug/l
464159,nwisny.01.01701582,,,2017-06-28,Copper,0.5,ug/l
464162,nwisny.01.01701582,,,2017-06-28,Lead,0.29,ug/l
464611,nwisny.01.01401486,,,2014-08-13,Copper,4.0,ug/l
464614,nwisny.01.01401486,,,2014-08-13,Lead,0.27,ug/l
464746,nwisny.01.01800028,,,2017-12-06,Lead,0.08,ug/l
464749,nwisny.01.01800028,,,2017-12-06,Copper,1.5,ug/l
467833,nwisny.01.01700891,,,2017-01-27,Copper,,
467836,nwisny.01.01700891,,,2016-12-08,Lead,,
468210,nwisny.01.01603658,,,2016-10-06,Copper,0.5,ug/l
468213,nwisny.01.01603658,,,2016-09-22,Lead,0.05,ug/l
471267,nwisny.01.01700178,,,2016-12-08,Copper,,
471270,nwisny.01.01700178,,,2016-12-08,Lead,,
471561,nwisny.01.01700168,,,2016-12-06,Copper,6.4,ug/l
471563,nwisny.01.01700168,,,2016-12-06,Lead,0.51,ug/l
472214,nwisny.01.01702729,,,2017-12-07,Copper,,
472217,nwisny.01.01702729,,,2017-12-19,Lead,,
472390,nwisny.01.01800661,,,2018-01-04,Copper,2.4,ug/l
